source,metric,identity,metric_class,semantic_role,purpose,quality_definedness,current_named_use,normative_destinations,forbidden_use,review_note,normative_status,baseline_commit
exhaustion,total_depth_baseline,exhaustion/total_depth_baseline,historical_reference,DEPRECATE_REDUNDANT,"Legacy compatibility projection of a liquidity/depth/imbalance/spread fact. Its normative purpose is migration to the canonical source, not new reasoning.",Requires prior causal estimator/state appropriate to the metric; undefined until that prerequisite exists.,,Migrate existing consumers to canonical liquidity/depthflow/CVD facts,"Do not create new semantic dependencies; migrate to canonical source and remove compatibility projection. Baseline is reference state, not a trading signal.",,MIGRATE_AND_REMOVE,993c147ea9a3eb371c5b51d3210088bd8aec708a
exhaustion,total_depth_ratio,exhaustion/total_depth_ratio,derived_dimensionless,DEPRECATE_REDUNDANT,"Legacy compatibility projection of a liquidity/depth/imbalance/spread fact. Its normative purpose is migration to the canonical source, not new reasoning.",Direct/derived fact remains valid when its stated source observations are valid; historical Maturity is not required unless the metric itself depends on history.,,Migrate existing consumers to canonical liquidity/depthflow/CVD facts,Do not create new semantic dependencies; migrate to canonical source and remove compatibility projection.,,MIGRATE_AND_REMOVE,993c147ea9a3eb371c5b51d3210088bd8aec708a
exhaustion,total_depth_zscore,exhaustion/total_depth_zscore,standardized_historical_comparison,DEPRECATE_REDUNDANT,"Legacy compatibility projection of a liquidity/depth/imbalance/spread fact. Its normative purpose is migration to the canonical source, not new reasoning.","Requires a causal baseline/noise model. Definedness and estimator support matter; magnitude is unusualness, not probability.",Category:MechanicalCollapse,Category(current; review semantics); Migrate existing consumers to canonical liquidity/depthflow/CVD facts,"Do not create new semantic dependencies; migrate to canonical source and remove compatibility projection. Z-score is standardized unusualness, not probability/confidence and not a universal [0,1] weight.",,MIGRATE_AND_REMOVE,993c147ea9a3eb371c5b51d3210088bd8aec708a
exhaustion,relative_spread_baseline,exhaustion/relative_spread_baseline,historical_reference,DEPRECATE_REDUNDANT,"Legacy compatibility projection of a liquidity/depth/imbalance/spread fact. Its normative purpose is migration to the canonical source, not new reasoning.",Requires prior causal estimator/state appropriate to the metric; undefined until that prerequisite exists.,,Migrate existing consumers to canonical liquidity/depthflow/CVD facts,"Do not create new semantic dependencies; migrate to canonical source and remove compatibility projection. Baseline is reference state, not a trading signal.",,MIGRATE_AND_REMOVE,993c147ea9a3eb371c5b51d3210088bd8aec708a
exhaustion,spread_divergence,exhaustion/spread_divergence,historical_comparison,DEPRECATE_REDUNDANT,"Legacy compatibility projection of a liquidity/depth/imbalance/spread fact. Its normative purpose is migration to the canonical source, not new reasoning.",Requires prior causal estimator/state appropriate to the metric; undefined until that prerequisite exists.,,Migrate existing consumers to canonical liquidity/depthflow/CVD facts,Do not create new semantic dependencies; migrate to canonical source and remove compatibility projection.,,MIGRATE_AND_REMOVE,993c147ea9a3eb371c5b51d3210088bd8aec708a
exhaustion,spread_divergence_velocity,exhaustion/spread_divergence_velocity,historical_comparison,DEPRECATE_REDUNDANT,"Legacy compatibility projection of a liquidity/depth/imbalance/spread fact. Its normative purpose is migration to the canonical source, not new reasoning.",Requires prior causal estimator/state appropriate to the metric; undefined until that prerequisite exists.,,Migrate existing consumers to canonical liquidity/depthflow/CVD facts,Do not create new semantic dependencies; migrate to canonical source and remove compatibility projection.,,MIGRATE_AND_REMOVE,993c147ea9a3eb371c5b51d3210088bd8aec708a
exhaustion,spread_ratio,exhaustion/spread_ratio,derived_dimensionless,DEPRECATE_REDUNDANT,"Legacy compatibility projection of a liquidity/depth/imbalance/spread fact. Its normative purpose is migration to the canonical source, not new reasoning.",Direct/derived fact remains valid when its stated source observations are valid; historical Maturity is not required unless the metric itself depends on history.,,Migrate existing consumers to canonical liquidity/depthflow/CVD facts,Do not create new semantic dependencies; migrate to canonical source and remove compatibility projection.,,MIGRATE_AND_REMOVE,993c147ea9a3eb371c5b51d3210088bd8aec708a
exhaustion,spread_zscore,exhaustion/spread_zscore,standardized_historical_comparison,DEPRECATE_REDUNDANT,"Legacy compatibility projection of a liquidity/depth/imbalance/spread fact. Its normative purpose is migration to the canonical source, not new reasoning.","Requires a causal baseline/noise model. Definedness and estimator support matter; magnitude is unusualness, not probability.",Category:ThermalExhaustion,Category(current; review semantics); Migrate existing consumers to canonical liquidity/depthflow/CVD facts,"Do not create new semantic dependencies; migrate to canonical source and remove compatibility projection. Z-score is standardized unusualness, not probability/confidence and not a universal [0,1] weight.",,MIGRATE_AND_REMOVE,993c147ea9a3eb371c5b51d3210088bd8aec708a
hawkes,event_count,hawkes/event_count,direct_or_derived_measurement,ARRIVAL_MODEL_STATE,Observed marked trade-arrival count.,Direct/derived fact remains valid when its stated source observations are valid; historical Maturity is not required unless the metric itself depends on history.,,Arrival context; Causal relations; Historical/Coordination context; Opportunity/Valuation,"Do not turn excitation/stability/model fit into price forecast, market danger, manipulation, or profitability.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
hawkes,event_count:buy,hawkes/event_count:buy,direct_or_derived_measurement,ARRIVAL_MODEL_STATE,Observed marked trade-arrival count for buy events.,Direct/derived fact remains valid when its stated source observations are valid; historical Maturity is not required unless the metric itself depends on history.,,Arrival context; Causal relations; Historical/Coordination context; Opportunity/Valuation,"Do not turn excitation/stability/model fit into price forecast, market danger, manipulation, or profitability.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
hawkes,event_count:sell,hawkes/event_count:sell,direct_or_derived_measurement,ARRIVAL_MODEL_STATE,Observed marked trade-arrival count for sell events.,Direct/derived fact remains valid when its stated source observations are valid; historical Maturity is not required unless the metric itself depends on history.,,Arrival context; Causal relations; Historical/Coordination context; Opportunity/Valuation,"Do not turn excitation/stability/model fit into price forecast, market danger, manipulation, or profitability.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
hawkes,event_fraction:buy,hawkes/event_fraction:buy,derived_dimensionless,ARRIVAL_MODEL_STATE,Fraction of observed arrivals carrying the buy mark.,Direct/derived fact remains valid when its stated source observations are valid; historical Maturity is not required unless the metric itself depends on history.,,Arrival context; Causal relations; Historical/Coordination context; Opportunity/Valuation,"Do not turn excitation/stability/model fit into price forecast, market danger, manipulation, or profitability.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
hawkes,event_fraction:sell,hawkes/event_fraction:sell,derived_dimensionless,ARRIVAL_MODEL_STATE,Fraction of observed arrivals carrying the sell mark.,Direct/derived fact remains valid when its stated source observations are valid; historical Maturity is not required unless the metric itself depends on history.,,Arrival context; Causal relations; Historical/Coordination context; Opportunity/Valuation,"Do not turn excitation/stability/model fit into price forecast, market danger, manipulation, or profitability.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
hawkes,arrival_rate,hawkes/arrival_rate,temporal_dynamic_or_rate,ARRIVAL_MODEL_STATE,Empirical observed arrival frequency across marks.,Direct/derived fact remains valid when its stated source observations are valid; historical Maturity is not required unless the metric itself depends on history.,Category:Inertial,Category(current; review semantics); Arrival context; Causal relations; Historical/Coordination context; Opportunity/Valuation,"Do not turn excitation/stability/model fit into price forecast, market danger, manipulation, or profitability.",,KEEP_NAMED_USE,993c147ea9a3eb371c5b51d3210088bd8aec708a
hawkes,arrival_rate:buy,hawkes/arrival_rate:buy,temporal_dynamic_or_rate,ARRIVAL_MODEL_STATE,Empirical observed arrival frequency for buy events.,Direct/derived fact remains valid when its stated source observations are valid; historical Maturity is not required unless the metric itself depends on history.,,Arrival context; Causal relations; Historical/Coordination context; Opportunity/Valuation,"Do not turn excitation/stability/model fit into price forecast, market danger, manipulation, or profitability.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
hawkes,arrival_rate:sell,hawkes/arrival_rate:sell,temporal_dynamic_or_rate,ARRIVAL_MODEL_STATE,Empirical observed arrival frequency for sell events.,Direct/derived fact remains valid when its stated source observations are valid; historical Maturity is not required unless the metric itself depends on history.,,Arrival context; Causal relations; Historical/Coordination context; Opportunity/Valuation,"Do not turn excitation/stability/model fit into price forecast, market danger, manipulation, or profitability.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
hawkes,conditional_intensity,hawkes/conditional_intensity,fitted_model_quantity,ARRIVAL_MODEL_STATE,Model-implied instantaneous pre-arrival event intensity across marks.,Requires a usable/identified Hawkes fit or compensator where applicable. Fit diagnostics/uncertainty affect whether downstream valuation may rely on it.,,Arrival context; Causal relations; Historical/Coordination context; Opportunity/Valuation,"Do not turn excitation/stability/model fit into price forecast, market danger, manipulation, or profitability.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
hawkes,conditional_intensity:buy,hawkes/conditional_intensity:buy,fitted_model_quantity,ARRIVAL_MODEL_STATE,Model-implied instantaneous pre-arrival event intensity for buy events.,Requires a usable/identified Hawkes fit or compensator where applicable. Fit diagnostics/uncertainty affect whether downstream valuation may rely on it.,,Arrival context; Causal relations; Historical/Coordination context; Opportunity/Valuation,"Do not turn excitation/stability/model fit into price forecast, market danger, manipulation, or profitability.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
hawkes,conditional_intensity:sell,hawkes/conditional_intensity:sell,fitted_model_quantity,ARRIVAL_MODEL_STATE,Model-implied instantaneous pre-arrival event intensity for sell events.,Requires a usable/identified Hawkes fit or compensator where applicable. Fit diagnostics/uncertainty affect whether downstream valuation may rely on it.,,Arrival context; Causal relations; Historical/Coordination context; Opportunity/Valuation,"Do not turn excitation/stability/model fit into price forecast, market danger, manipulation, or profitability.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
